id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1220489826627211264,"Dangerous airborne virus threatens ""Scrambling to contain the outbreak, the local government in Wuhan, a city of 11 million"" #coronavirus #coronoavirus
#coronovirus #CoronavirusOutbreak #VirusChina #WuhanPneumonia #wuhanvirus #WuhanSARS #CCTV #cnn #bbcnews #FoxNews $ino #virus https://t.co/8wNwQRqdaZ",,,1,,,,1,,,
1220491913201057792,"@GoodShepherd316 I believe #CoronavirusOutbreak is 1 of the signs of the #EndTimesProphecy.We need 2 understand this we R living N the #LastDays era.Although,Thy #DoomsdayClock could B running outta time &amp; we shall act quickly as possible.⚕️#WuhanCoronavirus #coronovirus #CoronavirusChino #Wuhan",,,,,1,opinion,1,,,
1220498896230764547,#BREAKING Another person collapsing in #Wuhan due to #coronavirus  #coronoavirus #CoronavirusOutbreak #CoronavirusChino #coronavirusuk #coronaviruschina https://t.co/iSsO88NA5U,,,1,,,,1,,,
1220500650959810565,"#BREAKING VIDEO OF ANOTHER PERSON collapsing in #wuhan hospital due to the #Coronavirus 

#WuhanSARS #WuhanOutbreak #ChinaziVirus https://t.co/qWtGeULVW8",,,1,,,,1,,,
1220504670621192195,"@HKWORLDCITY They are spreading this false info, just because they are doing it for the court case of ""anti mask law"". People are dying due to the virus and Hong Kong government got no response. #WuhanCoronavirus #WuhanOutbreak #StandWithHongKong #HKPoliceState",,,,1,,,1,,,
1220505761756909575,"@joshspero without real autonomy, the government officers will turn into lackey. See Wuhan SARS, Hong Kong gov did everything late. The officers really afraid of displease Beijing. #chinazi",,,,1,,,1,,,
1220506214133616640,"Great map tracking cases of the #Wuhancoronavirus in real time. Thanks to @B4Crisis and @OPettit for sharing it!
#emergencyresponders #emergencymanagement #riskmanagement #crisismanagement #crisiscommunications #socialmedia #businesscontinuity #publicheal…https://t.co/jkNykQ7U4P",,,1,,,,1,,,
1220507190152351749,"#Breaking | Chinese state media have confirmed the death toll from the #Wuhan #coronavirus has topped 25, with at least 830 cases. #coronavirusuk #CoronavirusChino #CoronavirusOutbreak https://t.co/fwjq4DLKSC",,,1,,,,1,,,
1220512815418683394,"In #Wuhan, all transport shut down. Planes, trains, subways and busses - in a city of 11 million people. 

Think about workers, deliveries, groceries, or even trying to get to a hospital! 

Contain #ChinesePneumonia in advance of Chinese New Year?

https://t.co/e7UG1eO7ID",,,1,,,,1,,,
1220516028964171777,"What has WHO done to deal with #ChinesePneumonia outbreak? Delayed announcement, wrong info (""It is a bit too early...not urgent..."" they said),... . Why?  Because it is now an organization fully controlled by #China_is_terrorist.",,,,1,,,1,,,
1220516806864990208,"As China quarantines Wuhan, Coronavirus death toll rises to 25; over 800 cases reported 
#Coronavirus #ChinaPneumonia #CoronavirusChino #coronaviruschina 
https://t.co/2EJVOWPpE6",,,1,,,,1,,,
1220518571329118208,"#Update on #WuhanPneumonia:
- 835 cases confirmed, 25 dead，mortality rate 3%
#coronavirus #WuhanPneumonia #Wuhan #WuhanSARS #WuhanOutbreak #nCoV2019 #WHO #武汉 #武汉肺炎 #武汉疫情 #CoronavirusOutbreak #WuhanCoronavirus https://t.co/iUlPinYzZZ",,,1,,,,1,,,
1220518883720867842,"latest update： #Guangdong province more new 21 confirmed cases of ， total 53. #Guangzhou city new more 2, total 7.  Devastating figures of novel #Wuhancoronavirus !   Kinda exploded ! https://t.co/bTyZdIZv53",,,1,,,,1,,,
1220518929703088128,"Operations dashboard' from @JohnsHopkins of real-time  #Wuhancoronavirus on the world map
Track the updated outbreak numbers here:
 https://t.co/UHyjDsrsLv",,,1,,,,1,,,
1220519140374478849,"China coronavirus: outbreak wreaks havoc on Lunar New Year travel plans, hitting family reunions #Wuhan #WuhanPneumonia #WuhanCoronavirus #WuhanSARS #China #china #ChinaCoronaVirus #virus #VirusCorona #WuhanCoronovirus #wuhanpnemonia 
https://t.co/Cs7XT0cZhZ https://t.co/vlyvOlNHwq",,,1,,,,1,,,
1220519911346208769,"In Wuhan China, people are collapsing on streets due to the deadly #WuhanPneumonia. So helpless.

#WuhanCoronavirus #nCov #Wuhan #China
#WuhanOutbreak #CoronaVirus

Video: Badiucao
https://t.co/KRilSpsKkv https://t.co/U5qosHkOdH",,,1,,,,1,,,
1220523810132234241,"It sure looks like a global epidemic to me. No containment, no vaccine, more deaths. #CCPChina stop killing, murdering, beating, gassing, raping and assaulting #HongKongers. #WuhanPneumonia #WuhanSARS #WuhanOutbreak

https://t.co/hZSD8e09Rb",,,,1,,,1,,,
1220532835200581632,@matanevenoff Instead of #HongkongPoliceTerrorism to crackdown #HongKongers . They are now using #BiologicalWarfare to suppress and bring chaos to Hong Kong. #WuhanSARS #WuhanCoronavirus #CoronavirusOutbreak #CoronavirusChino #ThursdayThoughts #thursdaymorning #SARS2020 #ChinaVirus https://t.co/427EGgW0zi,,,,1,,,1,,,
1220534208373968896,"Explained: Why Wuhan is so important to China’s economy and the potential impact of the coronavirus #Wuhan #WuhanPneumonia #WuhanCoronavirus #WuhanSARS #China #china #ChinaCoronaVirus #virus #VirusCorona #WuhanCoronovirus #wuhanpnemonia 
https://t.co/EpZ0rj10x7 https://t.co/2mz9jAaV0q",,,1,,,,1,,,
1220536418637758465,People are literally dropping like flies! All over! The #WuhanOutbreak is no joke. 3 cities quarantined! #Wuhan #WuhanPneumonia #WakeUpAmerica #UnitedStates #Washington #Oregon #California #Seattle @CDCgov @WHO @StateDept @WhiteHouse https://t.co/0J3SxSmkxZ,,,1,,,,1,,,
1220536544475275264,People are literally dropping like flies! All over! The #WuhanOutbreak is no joke. 3 cities quarantined! #Wuhan #WuhanPneumonia #WakeUpAmerica #UnitedStates #Washington #Oregon #California #Seattle @CDCgov @WHO @StateDept @WhiteHouse https://t.co/RZF0QlZxR2,,,1,,,,1,,,
1220537259100909568,China confirms 1st death outside epicenter of viral outbreak (from @AP) #CoronavirusChino  https://t.co/UQl9VYgaoh,,,1,,,,1,,,
1220539799993384961,"Commentator Albert Cheng is right -- Under Carrie Lam, weary Hong Kong is not ready to fight the new coronavirus https://t.co/wfY38YXtfI via @scmpnews #hongkong #wuhancoronavirus #wuhanpneumonia",,,,1,,,1,,,
1220540772220489728,"@QuickTake @CMEGroup The scariest thing is Communist China is not being transparent or honest about the real situation in China. A week ago, Chinese police even arrested a few men for spreading “rumours” online that the Wuhan flu is out of control. Never trust CCP! #ChinesePneumonia #ChinaCoronaVirus",,,1,1,,,2,,,
1220548025094787072,"#HKGov is still sleeping / waiting #chinazi order. Sorry, no swift action taken, even Macao is more determined than us.  #WuhanCoronavirus #CoronavirusOutbreak #PrayForHongkong https://t.co/kOxcVIkFdh",,,,1,,,1,,,
1220551603792547840,Wargaming ‘#WuFlu 2020’ #Wuhan #coronovirus https://t.co/Slp8EEDpy0,,,,1,,,1,,,
1220554013684326400,fuck #China go away! stop the curse of your kind from spreading in the Philippines! We don't deserve your kind here! #WuhanCurse #WuhanChina #WuhanChina #WuhanCoronaVirus #WuhanCrisis #WuhanPandemic #WuhanOutbreak #CoronaVirus #WuhanPneumonia https://t.co/Yq4YbUbqhq,1,,,,,,1,,,
1220555420386889731,"Nurse tested positive for #coronavirus not infected with #wuhanvirus strain: @CGIJeddah 

#CoronavirusOutbreak #WuhanCoronavirus #Wuhan #WuhanPneumonia #WuhanSARS #SARSvirus #Viruses https://t.co/T0YgCdVH98",,,1,,,,1,,,
1220556992512692224,"Thinning the herd #疏her 疏her
🤔
#武漢 #China #WuhanCoronavirus #Wuhan #WuhanOutbreak #Africa #MH17 #Trending #Shanghai #virus #VirusCorona #VirusChina #FridayMotivation https://t.co/qagb3QKeLu https://t.co/XTP3SArbdP",,,,,1,video,1,,,
1220560859694395392,we can trust simpsons since trump incident #VirusChina #VirusCorona #Wuhan #WuhanCoronavirus #WuhanPneumonia #VirusCina https://t.co/FHsOSEeP07,,,,,1,opinion,1,,,
1220562202702290944,@DCI_Kenya kindly observe people from Wuhan China because of the #CoronavirusChino. The situation is getting out of hand in the world. We should be able to prevent any cases in Kenya,,,,,1,opinion,1,,,
1220563509261389824,"@SolomonYue @SpeakerPelosi @tedcruz @marcorubio @UN @RedCross @lionsclubs @AmChamHK @ABAesq @hrw @UN_HRC @pressfreedom @10DowningStreet @INTERPOL_HQ @GoldmanSachs @MorganStanley @jpmorgan @MerrillLynch @IMFNews @wto @wef @WhiteHouse @IndexCensorship @BorisJohnson @HouseDemocrats @WWF @sgfintechfest @PMOIndia @CanadianPM @JPN_PMO @NZNationalParty @iingwen @WorldBank @AmerBanker @WHO @DubaiPressClub @cityusucbc @ABC @WSJ @FoxNews @Reuters @RoyalFamily @UKHouseofLords @HouseofCommons @DominicRaab @UniofOxford @UN_Women @KenRoth @chillilucas_hk @realDonaldTrump #chinazi
leaving #wuhan &amp; spreading #WuhanCoronavirus could sentenced 2 7 years.
wht abt the one who repressing information, losing the best timing of virus repress, even banning people 2 wear masks(earlier) &amp; causing the #WuhanOutbreak ?
#despicableCCP 
https://t.co/iWYLTTOSna",,,1,1,,,2,,,
1220565673065115648,"https://t.co/b5URoxjVA8

Thinning the herd #疏her 疏her
🤔
#武漢 #China #WuhanCoronavirus #Wuhan #WuhanOutbreak #Africa #MH17 #Trending #Shanghai #Aids #virus #VirusCorona #VirusChina #FridayMotivation #Huang刚 #ξ安宁 #Huang是 #ξ安踏ODA也 #yang新county #QIan将 #χ比 #ZHi将 https://t.co/Q7NHgDqo6k",,,1,,,,1,,,
1220568096496209920,Not a good sign... China coronavirus spreads to all but two of 34 provinces https://t.co/ssojMddSDb via @scmpnews #china #wuhancoronavirus #wuhanpneumonia,,,1,,,,1,,,
1220574727258820609,"Good education in school mst teach respect fr d #nature &amp; all d creatures f r eco sys. Their life is as important fr d #planetearth as tt f humans.
Hope ppl in #China wake up sooner &amp; b4 its too late.
#coronavirus #CoronavirusChino #Corona #Wuhan #wuhancoronavirus #WuhanOutbreak",1,,,,,,1,,,
1220578672765173767,"Officially, the number of pneumonia cases due to the new type of coronavirus 2019-nCoV in China has increased to 830 people, 25 died. The condition of 177 patients is assessed as severe. There are also 1072 suspected cases. #VirusCorona #VirusChina https://t.co/tKhNfbo9Le",,,1,,,,1,,,
1220578858627489794,"#CHINA- #CoronaVirus: Total of 9,507 close contacts with infected individuals have been traced, the commission said, adding that among them, 8,420 are under strict medical observation while 1,087 others have been discharged after testing. 
#wuhan #WuhanOutbreak #ChinesePneumonia",,,1,,,,1,,,
1220580848011005952,"#CoronaVirus Some photos from #China’s hospitals that deal with the infected people &amp; some precautionary measures taken by city officials. 👇🏻 

RT and share, most media outlets won’t share the positives, we want to show both sides. 

#WuhanCoronavirus #wuhanquarantine #Wuhan https://t.co/Wsr1QeHlSD",,,1,,,,1,,,
1220584574100500480,"2 cases of the #WuhanCoronavirus have been confirmed in squeaky-clean Singapore. 
Two chinese tourists from Wuhan.
#Wuhan 
#VirusChina",,,1,,,,1,,,
1220585879053295616,"@XinqiSu I doubt the result is released directly from the P4 Virus Inspection Center in #Wuhan 

It is highly doubtful that the #WuhanCoronavirus is in fact a leakage of Virus Samples from the Wuhan Virus Center.

#chinazi",,,,,1,opinion,1,,,
1220586198172884999,"#Indian nurse doesn't have #Wuhancoronavirus: #Saudi
https://t.co/lMantokOgA https://t.co/ijs4KelbT5",,,1,,,,1,,,
1220586262928687105,"#Indian nurse doesn't have #Wuhancoronavirus: #Saudi
https://t.co/tviY4dazBm https://t.co/RMxMA5b1vV",,,1,,,,1,,,
1220586549504462848,"#WuhanCoronavirus: “Many were not initially informed about the potential for people-to-person transmission and even now we don’t have enough protective gear, test kits and other supplies.” #WuhanOutbreak https://t.co/fSkuOFDR07",,,1,,,,1,,,
1220588697449402374,"The collapsing of #Wuhan - uncensored footage from #WuhanCoronavirus lockdown

https://t.co/CUzrgTWff2

#WuhanSARS
#CoronavirusOutbreak
#WuhanOutbreak #nCov2019 #WARS #CNY2020 #Coronavirus",,,1,,,,1,,,
1220591132880465920,"A man diagnosed with Wuhan coronavirus near Seattle is being treated largely by a robot
https://t.co/i6Ur0njJC6 #coronovirus #CoronavirusChino",,,1,,,,1,,,
1220591203290402819,"Indian embassy in beijing cancel #RepublicDay2020 caremony due to #coronavirus 
#CoronavirusOutbreak #CoronavirusChino #coronaviruses #China #economicforum #WEF2020 #WEF20 #india #fidr #research #india #ChinaVirus #fidr
@wef @WHO https://t.co/lmnJqL9UpC",,,1,,,,1,,,
1220593048196976641,"In April 2019, the CCP organized an epidemic prevention exercise of MERS in Wuhan, it was precisely a simulation of the #WuhanOutbreak, is it a coincidence? I don't buy it!
#ResidentEvilCCP #WuhanPneumonia #WuhanCoronavirus https://t.co/7fPmXAQCOU",,,1,1,,,2,,,
1220595111056162816,"The HK🇭🇰 medical staff should just go on strike already. Lock those chinese cunts up and let them fucking rot to death.
#chinazi #Wuhan #WuhanSARS #WuhanCoronavirus #WuhanPneumonia",1,,,,,,1,,,
1220596918364958720,Disneyland in Shanghai will close tomorrow. Many other tourist spots in China also start closing today.  #WuhanCoronavirus #Wuhan #WuhanOutbreak #WuhanPneumonia #WuhanSARS https://t.co/pBBXaYmH6P,,,1,,,,1,,,
1220599016389410816,#WuFlu is now in Finland as well. Two Chinese tourists from Wuhan felt ill and got diagnosed with corona virus. https://t.co/IXSuHM0zPJ,,,1,,,,1,,,
1220599272665702400,#CoronaVirus is getting serious. Many videos of people dropping dead in the streets. Much worse than authorities are saying. It has already spread to over 10 countries.  #WuhanOutbreak #WuhanLockDown https://t.co/2K7yB27JSl,,,1,,,,1,,,
1220602614162894850,"History of #coronovirus
What is #CoronavirusChino #coronaviruses symptoms causes and treatment 
https://t.co/Eqy0SsxHzt
#Wuhan",,,1,,,,1,,,
1220604124380696576,"Put the new Coronavirus into perspective. 830 cases, 26 deaths. Influenza in first few weeks of January 2020 in the US, CDC estimates 13 million influenza illnesses, 120,000 hospitalizations, and 6600 flu-related deaths #coronovirus #coronavirusuk #CoronavirusChino #Wuhan",,,1,,,,1,,,
1220604752410660864,Robert Mueller; 'Do you really expect me to answer that honestly? You think I want to go to jail!    #CoronavirusOutbreak #Coronavirus #ChinaziVirus #chinazi #China https://t.co/sEwHZsE7WB,,,,1,,,1,,,
1220606311760650240,We all know how #CoronavirusChino will end so I am away to pick up a baseball bat and leather jacket in preparation. #zombies #apocolypse #lucille #endoftheworld #headshot #ChinaWuHan #VirusChina #Wuhan https://t.co/sC8OAyRrXG,,,,,1,opinion,1,,,
1220610214627438592,"""lets do something about World's over population""

-hunger games!

""good one but too risky""

-lets try to spread a new virus in the world's most over populated country

""that's great! lets do it""
 #CoronavirusOutbreak #WuhanCoronavirus #coronavirus #CoronavirusChino #corona_virus",,,,,1,opinion,1,,,
1220616854286323714,"Markets attempt to find surer footing amid #coronavirus concerns

#coronoavirus #CoronavirusChino
#coronavirusuk
@TecheconomyNG https://t.co/GGxnqQnQGt",,,1,,,,1,,,
1220618552128036864,"Last NEWS: 25 DEAD/830 +
#Wuhan #WuhanSARS #WuhanLockDown #wuhanexit #wuhanflu #WuhanCoronavirus #wuhanvirus #WuhanOutbreak #WuhanPneumonia #shanghai #Beijing #China #ChinaVirus #ChinaPneumonia #coronavirus #CoronavirusOutbreak #coronaviruses #ISO #WHO https://t.co/moRkXd6XGD",,,1,,,,1,,,
1220622280322998273,"Philippines will mobilize four aircrafts to fly 135 passengers back to #Wuhan who arrived at the country on Jan 23 before the lockdown to minimize the chance of #ChinesePneumonia outbreak.

Source: Apple Daily https://t.co/i90NS7tn0f https://t.co/Xt2fKREd9K",,,1,,,,1,,,
1220623615990743040,"Coronavirus Spreads Beyond China, More to The East: Mapping The SARS-Like Virus Amid Casualties in South Korea, Japan, Thailand #Coronavirus #WuhanVirus #CoronavirusChino #WuhanPneumonia #WuhanSARS #WuhanLockDown
#CoronavirusOutbreak #Hubei #coronarovirus
https://t.co/4RjvpVLMq3",,,1,,,,1,,,
1220627338691395584,"Big Run away from #Wuhan.

You cannot let Chinese fly to your Country.

Right now. #coronovirus
#SARS2020
#ChinaVirus
#chinaLies
#ChinesePneumonia 
#WuhanSARS 
#ChinaPneumonia 
#VirusChina 
@jmsdf_pao_eng 
@USAsiaPacific 
@NATO 
@Yomiuri_Online 
@FoxNews 
#SouthKorea 
#Taiwan https://t.co/vdV827N2nH",1,,,,,,1,,,
1220630063374393344,"🚨
Due to the Coronavirus in China, Shanghai Disneyland Resort closes temporarily from January 25 and HongKong Disneyland Resort stops all encounters with ""Face character"".
🚨
#DisneyParks #Disneyland #HKDL #SDL #ThemePark #DisneylandPark #Disney #VirusChina #coronavirus #china https://t.co/nyRqm0fHlz",,,1,,,,1,,,
1220631250744107008,"Chinese state media have confirmed the death toll from the #Wuhan #coronavirus has topped 25, with at least 830 cases. #coronavirusuk #CoronavirusChino #CoronavirusOutbreak

 https://t.co/hlIGADMZQw",,,1,,,,1,,,
1220631964471836672,"The Wuhan virus outbreak is eerily similar to this movie. #WuhanSARS #WuhanCoronovirus #wuhanquarantine
https://t.co/FUW2CWe9a5 https://t.co/AEQ8H3qXDb",,,,,1,opinion,1,,,
