1270445606490771464,#Uyghur #UyghurHolocaust #uyghurpulse #Uyghurlivesmatters #uygur #Uighur #Dogutuerkistandazuluemvar #DoğuTuerkistanYalnızDeğildir #doğutürkistan #uygurlarabayramyok #uyghurgenocide #EastTurkistan #China_is_terrorist #ChinaVirus #Cami BÖLE İYİ Mİ? https://t.co/FieNPa1VCA,Uyghur UyghurHolocaust uyghurpulse Uyghurlivesmatters uygur Uighur Dogutuerkistandazuluemvar DoğuTuerkistanYalnızDeğildir doğutürkistan uygurlarabayramyok uyghurgenocide EastTurkistan China_is_terrorist ChinaVirus Cami,tr,Tue Jun 09 20:00:10 +0000 2020,120179981,tatarislamtürkü,,,,başkent
1270415339642392577,@ChinaInFocusNTD #CCP_is_terrorist #TaiwanIsNotChina #ChineseVirus #BoycottChineseProducts,CCP_is_terrorist TaiwanIsNotChina ChineseVirus BoycottChineseProducts,und,Tue Jun 09 17:59:54 +0000 2020,200480584,HaKuNa MaTaTa 🦁 🗨️,,,,World
1270416177617985541,"@MarshaBlackburn Of course.
#China control #WHO Conceal the epidemic to Spread the virus to the world.
Be #CCPChina easy to control the world.
I don't know why the people can not to see that. Is so obvious.
#CCP_is_terrorist #WuhanVirus #COVID__19 #CCP #ChinaLiedPeopleDied https://t.co/4g5N3wvb9S",China WHO CCPChina CCP_is_terrorist WuhanVirus COVID__19 CCP ChinaLiedPeopleDied,en,Tue Jun 09 18:03:14 +0000 2020,794011704606609409,Jack Guetta😷🇭🇰🎗️,,,,Hong Kong
1270416463489351680,"RT @Skywalkerlu1: Why ? Why ? Why ? 
#Propaganda obscene tactic of #CCPChina #Dems  #Deepstate stopping Americans against #CCPVirus 

You f…",Propaganda CCPChina Dems Deepstate CCPVirus,en,Tue Jun 09 18:04:22 +0000 2020,956586753107939329,Jade Sivad,,,,"Michigan, USA"
1270416635065581568,…previously validated data streams - satellite imagery of hospital parking lots and Baidu search queries of disease related terms.  #CCPVirus 🦠 #pandemic #Beijing #Communists #CoverUp,CCPVirus pandemic Beijing Communists CoverUp,en,Tue Jun 09 18:05:03 +0000 2020,14974901,Ayn Rand Fan Tweets,,,,Somewhere in the U$A
1270416900472729600,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 18:06:06 +0000 2020,1219576187191562241,新中国再启蒙运动,,,,"California, USA"
1270420625606291458,"@CNBC If you’re a Karen who doesn’t like the @WHO’s latest “revelation” about the #WuhanCoronaVirus, then as we do with the weather here in #Georgia, wait 15 minutes and it will change.
#ChinaLiedPeopleDied #WHOLiedPeopleDied",WuhanCoronaVirus Georgia ChinaLiedPeopleDied WHOLiedPeopleDied,en,Tue Jun 09 18:20:55 +0000 2020,821392146167169026,🇺🇸@StatWoman on Parler 🇺🇸,,,,"Georgia, USA"
1270421359739326464,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 18:23:50 +0000 2020,31288110,Alexandra - Im a CULT45 fan ❌✝️ ⭐️⭐️⭐️,,,,United States
1270423547882672129,En dat gaat door totdat ze alle herstelbetalingen hebben verricht. #wuhanvirus https://t.co/T53sIvdWv8,wuhanvirus,nl,Tue Jun 09 18:32:31 +0000 2020,331592744,wim van der kaaij,,,,belgenlandia
1270424191297359875,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 18:35:05 +0000 2020,1370971824,Susan❤ UnitedWeStand ⭐⭐⭐,,,,NYS
1270425774604967936,"@asheborn57 @DailyCaller What is China advertising for $19 million? Sounds like money laundering. #ChinaVirus
#ChinaLiedPeopleDied",ChinaVirus ChinaLiedPeopleDied,en,Tue Jun 09 18:41:22 +0000 2020,1145897462172934145,skiney white,,,,"Dallas, TX "
1270426567190081538,China's 'medieval torturers' face a reckoning - https://t.co/ES0DtXsdsm https://t.co/T1aPTptT4W #China #CrimesAgainstHumanity #HumanRights #ForcedOrganHarvesting #Torture #FalunGong #FalunDafa #COVID19 #Pandemic #CoronaVirus #CCPVirus,China CrimesAgainstHumanity HumanRights ForcedOrganHarvesting Torture FalunGong FalunDafa COVID19 Pandemic CoronaVirus CCPVirus,en,Tue Jun 09 18:44:31 +0000 2020,47881924,David Skoumbourdis,,,,Australia
1270428220651737088,"U.S.-China tensions over coronavirus, scrutiny on Chinese firms in financial markets https://t.co/RFHISmz9Lx #China #America #Finance #Trade #Business #Economy #Politics #COVID19 #coronavirus #Pandemic #CCPVirus",China America Finance Trade Business Economy Politics COVID19 coronavirus Pandemic CCPVirus,en,Tue Jun 09 18:51:05 +0000 2020,47881924,David Skoumbourdis,,,,Australia
1270428494003146755,#WuhanCoronaVirus #ChinaLiedPeopleDie #banchinesepeople #chinesedie https://t.co/E1XNXfAXpQ,WuhanCoronaVirus ChinaLiedPeopleDie banchinesepeople chinesedie,und,Tue Jun 09 18:52:11 +0000 2020,923336072,pratyush Juyal,,,,dehradun
1270428527389741057,"Diabetes e Covid-19, ‘o desenrolar desta história é preocupante’ -  American Diabetes Association (ADA) dedicou uma seção inteira do ""Diabetes Care"" ao tema.
https://t.co/vE7t7vPUfe
#Medicina #Saude #diabetes #Farmacia #Enfermeiros  #coronaviruswuhan #pandemia #quarentenaBrasil https://t.co/VfE81Lc4RR",Medicina Saude diabetes Farmacia Enfermeiros coronaviruswuhan pandemia quarentenaBrasil,pt,Tue Jun 09 18:52:19 +0000 2020,1704533570,ProDoctor Software,,,,"Juiz de Fora, Brasil"
1270429352744763392,#ChinaLiedPeopleDied https://t.co/s0dA4eTWQt,ChinaLiedPeopleDied,und,Tue Jun 09 18:55:35 +0000 2020,972373267330711552,AravindSubhash,,,,"Pathanamthitta, India"
1270430033371267072,Wonder how much the true deadly evil cancerous virus #CCP #China #XiJinping have paid off #Canada media and #LPC politicians off with? No doubt many many millions and of course the shit #Canada #FakeNews media will never look into it #FuckChina https://t.co/3bPT4rXYgM,CCP China XiJinping Canada LPC Canada FakeNews FuckChina,en,Tue Jun 09 18:58:18 +0000 2020,54937843,Jon_McMe™ 🍺🇺🇸🇨🇦,,,,West Coast on a Island
1270460692454354949,"@BorisJohnson 
@RoyalFamily 
#China 
#ChineseVirus 
#ChinaLiedPeopleDied 
#ChinaVirus https://t.co/mscRB7yjTG",China ChineseVirus ChinaLiedPeopleDied ChinaVirus,und,Tue Jun 09 21:00:07 +0000 2020,1071721502360461314,Soumil Himalayan Singh Panwar,,,,"Uttaranchal, India"
1270461134273941504,"More chaos sent from the #Chinese #CCP #CCP_is_terrorist to the #USAonFire #USA This is nothing but #unlimitedwarfare . #virus #riots2020 #protests2020 #propagandalive #fakemoney And they’re winning. They got the #WHO , the #MSM , the #BILLIONAIRE people . People should #wakeup https://t.co/cJdgrL1pp7",Chinese CCP CCP_is_terrorist USAonFire USA unlimitedwarfare virus riots2020 protests2020 propagandalive fakemoney WHO MSM BILLIONAIRE wakeup,en,Tue Jun 09 21:01:53 +0000 2020,1242076017650434048,Antoni Serra-Torres MD,,,,Mallorca
1270461916637466625,"@GermanyDiplo 
@german
This map is interesting. 
#China 
#ChineseVirus 
#ChinaLiedPeopleDied 
#ChinaVirus https://t.co/5sWwyRM9VB",China ChineseVirus ChinaLiedPeopleDied ChinaVirus,en,Tue Jun 09 21:04:59 +0000 2020,1071721502360461314,Soumil Himalayan Singh Panwar,,,,"Uttaranchal, India"
1270462153758253067,@JimmyLaiApple #BoycottChina #BoycottChineseProducts #ChinaVirus #ChinaLiedAndPeopleDied #ChinaMustPay,BoycottChina BoycottChineseProducts ChinaVirus ChinaLiedAndPeopleDied ChinaMustPay,und,Tue Jun 09 21:05:56 +0000 2020,847620950950526978,Johnny Logjumper,,,,USA
1270462380019838976,"RT @Atr631: All for naught.
#CovidScam #Covid19 #ChinaVirus #WuFlu
#YouGotPlayed https://t.co/7KiOEWeUbE",CovidScam Covid19 ChinaVirus WuFlu YouGotPlayed,en,Tue Jun 09 21:06:50 +0000 2020,39820382,Hip Czech,,,,"Vancouver, Canada"
1270462801685946369,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 21:08:30 +0000 2020,1345822466,Glen T,,,,"Arlington, TX"
1270463038475374592,"@EU_Commission 
@eu_eeas 
@EU_IPO 
This map is interesting. 
#China 
#ChineseVirus 
#ChinaLiedPeopleDied 
#ChinaVirus 
#ChineseVirus19 https://t.co/QD8TKYhk4R",China ChineseVirus ChinaLiedPeopleDied ChinaVirus ChineseVirus19,en,Tue Jun 09 21:09:27 +0000 2020,1071721502360461314,Soumil Himalayan Singh Panwar,,,,"Uttaranchal, India"
1270464408133591040,"A call to boycott China amid COVID-19 pandemic | Push for 'Vocal' 'Local... https://t.co/KlLcrafmUU 

#CCPLiedPeopleDied #CCP #BoycottChineseProducts #BoycottChina #CCPChina #CCP_is_terrorist #CCPVirus #covid19australia #COVID19Aus #ChinaFacesIndia #agriculture https://t.co/vQeCL2JHXY",CCPLiedPeopleDied CCP BoycottChineseProducts BoycottChina CCPChina CCP_is_terrorist CCPVirus covid19australia COVID19Aus ChinaFacesIndia agriculture,en,Tue Jun 09 21:14:53 +0000 2020,1194107894955794433,Australia🇦🇺Calling,,,,Australia
1270464824024145922,"The macabre wishful thinking of the #CCPVirus fear porn peddlers. They are hoping the #Antifa #riots will produce the much-hyped and yet to be seen ""second wave"" of infection, in vain hope of justifying the lunatic #lockdown.

Time will soon tell.

https://t.co/gRQIkxYJNu

#news",CCPVirus Antifa riots lockdown news,en,Tue Jun 09 21:16:32 +0000 2020,2894982337,Peter Nayland Kust,,,,"Cypress, Texas"
1270464854420262917,"RT @MaxFerrari: Well done #Lega! STOP #CCPVirus. #Lombardy.
@news_ntd https://t.co/emIz9cVe63",Lega CCPVirus Lombardy,en,Tue Jun 09 21:16:40 +0000 2020,576128417,Max Ferrari,,,,"Varese, Lombardia"
1270464888599543808,Lawyer Who Dressed as ‘Grim Reaper’ to Coronavirus-Shame Florida Beachgoers Has New Gig (Take a Wild Guess) #CCPVirus https://t.co/5EQnuQiZ39 https://t.co/BLtOui1Nqq,CCPVirus,en,Tue Jun 09 21:16:48 +0000 2020,2755986901,eFree News,,,,"New York, USA"
1270465383477149697,Who knows?  We do know the Chinese Gov't hid what was happening and this led to a worldwide pandemic. #ChinaLiedPeopleDied https://t.co/VBMEDchfWb,ChinaLiedPeopleDied,en,Tue Jun 09 21:18:46 +0000 2020,785638309103972353,Marcus T. Cicero,,,,"Rome, Italy"
1270465608996528130,"@TheBlueHouseENG 
This map is interesting. 
#China 
#ChineseVirus 
#ChinaLiedPeopleDied 
#ChinaVirus 
#ChineseVirus19 https://t.co/K4aOApfCcE",China ChineseVirus ChinaLiedPeopleDied ChinaVirus ChineseVirus19,en,Tue Jun 09 21:19:39 +0000 2020,1071721502360461314,Soumil Himalayan Singh Panwar,,,,"Uttaranchal, India"
1270466645736259587,"@ScottMorrisonMP 
@Australia 
@Australian_Navy 
@AustralianArmy 
@AusAirForce 
This map is interesting 
#China 
#ChineseVirus 
#ChinaLiedAndPeopleDied 
#ChinaVirus 
#ChineseVirus19 https://t.co/bRhqElw1kt",China ChineseVirus ChinaLiedAndPeopleDied ChinaVirus ChineseVirus19,en,Tue Jun 09 21:23:47 +0000 2020,1071721502360461314,Soumil Himalayan Singh Panwar,,,,"Uttaranchal, India"
1270468763759128576,@JoeBiden Thank Communist China &amp; the Chinese Wuhan Virus Quid Pro Joe 🤷🏼‍♂️ #ChinaLiedPeopleDied #ChineseWuhanVirus #WHOLiedPeopleDied #QuidProJoe,ChinaLiedPeopleDied ChineseWuhanVirus WHOLiedPeopleDied QuidProJoe,en,Tue Jun 09 21:32:12 +0000 2020,180328812,Steve Brown 🇺🇸🥓🔫,,,,Virginia
1270468887730143232,"US Department of Justice: Former Harvard prof. and chairman of chemistry and chem/bio department Dr. Charles Lieber, 61, indicted on charges of making false statements to federal authorities about secretly working for China and Wuhan University.

#China
#CCPVirus https://t.co/YmTbYFJKWT",China CCPVirus,en,Tue Jun 09 21:32:41 +0000 2020,1091544721091186688,Simón Bolívar,,,,Canada
1270469493840642048,"These 16 companies are working on #coronavirus treatments or vaccines - here's where things stand
https://t.co/iPM0RBa4r7
24 Mar 2020

#QUOTE There are no (#FDA-approved) vaccines or therapies ..

#WuhanVirus #COVID19 #CCPVirus
qt-covid19-news-144 by #BorderObserver",coronavirus QUOTE FDA WuhanVirus COVID19 CCPVirus BorderObserver,en,Tue Jun 09 21:35:06 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1270471889123753989,"Wierd this is not a bigger deal

#ChinaLiedPeopleDied https://t.co/8wmCFRBRlu",ChinaLiedPeopleDied,en,Tue Jun 09 21:44:37 +0000 2020,2269522754,John,,,,Centre of the universe Toronto
1270474176432951303,@dubsndoo @tinapcanada #WhereIsTheMoneyCatherine #WhereIsTheMoneyJustin Justin Trudeau &amp; the entire Liberal Party are presumptively #CanadasWorstSerialKillersEver during China’s #Covid_19 #ChinaVirus #Plandemic #wuhanfluhoax #defundchina @JustinTrudeau @liberal_party @cathmckenna #Fucktards #cdnpoli https://t.co/ekfU0LFfIt,WhereIsTheMoneyCatherine WhereIsTheMoneyJustin CanadasWorstSerialKillersEver Covid_19 ChinaVirus Plandemic wuhanfluhoax defundchina Fucktards cdnpoli,en,Tue Jun 09 21:53:42 +0000 2020,1243689813317910529,Realist,,,,Every Day
1270474304346415104,"@ScarletBjornson Personally IMHO although I think there could be a #COVID19AB bounce, I don't think there will be a 2nd total lockdown. #ChinaCoronaVirus",COVID19AB ChinaCoronaVirus,en,Tue Jun 09 21:54:13 +0000 2020,346093760,Darcy Brown🇨🇦,-113.12109299999999,53.6239735,"Strathcona County, Alberta, Canada","Sherwood Park, AB"
1270174172115861504,"@IndoPac_Info @RajeevChhipa Like it. 👌👍💪
Hope fr d best &amp; prepare fr d worst. Offensive def mst fr #China.
Dis mom hs lots f significance fr #India. If we stood up to bully, it wl b a gr8 signal to d world. If not, den lots f tuff Q in fut.
#laddakh #CCP #CCP_is_terrorist #CCPChina #CCPVirus #coronavirus",China India laddakh CCP CCP_is_terrorist CCPChina CCPVirus coronavirus,en,Tue Jun 09 02:01:35 +0000 2020,1591140542,Ajay Kumar,,,,"Surat/Pipavav/Bihar, India"
1270174284627841026,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 02:02:02 +0000 2020,311263890,168rayw😷,,,,Taiwan
1270174493844090882,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:02:52 +0000 2020,1869523958,cattycat,,,,USA
1270175001581404161,WORLD HOAX ORGANIZATION! #SCAMDEMIC #ChinaLiedPeopleDied #WHOLiedPeopleDied #WHOGENOCIDE https://t.co/fBkmQD29bq,SCAMDEMIC ChinaLiedPeopleDied WHOLiedPeopleDied WHOGENOCIDE,en,Tue Jun 09 02:04:53 +0000 2020,92339923,Mario,,,,SP - Brasil
1270175003217063936,"@sardesairajdeep #Communistvirus
#chinesevirus 
#madeinchinavirus 
#boycottcommunism",Communistvirus chinesevirus madeinchinavirus boycottcommunism,und,Tue Jun 09 02:04:54 +0000 2020,3196668596,Nishith Agrawal,,,,India
1270175079419314177,"#FullOnPropaganda #CCPScam #ClownQuality

COVID-19 Test in 5 seconds! | Iran presents new coronavirus genius
by #RT - Apr 15, 2020

Confidently, they wear masks

0:34

VID https://t.co/C8VkjVO25W

#CoronaVirus #WuhanVirus#CCPVirus

qt-covid19-vids-173 by #BorderObserver https://t.co/grFFea6fgZ",FullOnPropaganda CCPScam ClownQuality RT CoronaVirus BorderObserver,en,Tue Jun 09 02:05:12 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1270175472110927873,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:06:45 +0000 2020,726430582675111936,⚓️ Skipper ⭐️⭐️⭐️,,,,Everywhere
1270176231594442752,RT @nglinsman: Satellite images of packed Wuhan hospitals suggest coronavirus outbreak began earlier than thought #CCPVirus. Of course it d…,CCPVirus,en,Tue Jun 09 02:09:47 +0000 2020,1420470828,Kalpit Patel,,,,"Darwin, Northern Territory"
1270176742435667969,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:11:48 +0000 2020,466789572,Anne E. Patriot⭐️🇺🇸⭐️🇮🇱⭐️,,,,Sunshine USA
1270177181063352320,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:13:33 +0000 2020,735633664696946689,AD WHITMAN,,,,Reality (I’m here) Dreams
1270177378619162630,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:14:20 +0000 2020,779476491092434944,🇺🇸 Pismo 🇺🇸,,,,United States
1270177389348220929,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 02:14:23 +0000 2020,721628423160877056,i_r_i_s,,,,"San Francisco, CA"
1270177690612453376,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 02:15:34 +0000 2020,66755411,刘立新,,,,"California, USA"
1270177824373161984,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:16:06 +0000 2020,1043868806194622464,Kay ⭐️⭐️⭐️,,,,"Georgia, USA"
1270179280295772162,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 02:21:53 +0000 2020,2652435918,Larry & Kathy,,,,"Pennsylvania, USA"
1270180277751513089,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:25:51 +0000 2020,464120575,Fierce ⭐⭐⭐,,,,The Right
1270180342591356929,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:26:07 +0000 2020,454127166,Cristine ❌ #ALL LIVES MATTER 🇬🇧🇺🇸🇬🇧,,,,"North West, England"
1270181013264560128,"#ウイグルを助けたい 
#UyghurLivesMatter 
#UyghurHolocaust 
#FreeUyghur 
#CCP_is_terrorist https://t.co/IvDfn7pWra",ウイグルを助けたい UyghurLivesMatter UyghurHolocaust FreeUyghur CCP_is_terrorist,und,Tue Jun 09 02:28:47 +0000 2020,1218343290338082816,r-apricot-jp,,,,"Tokyo, Japan"
1270181897176571904,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:32:17 +0000 2020,1179933569839489025,marlo45 🇺🇸,,,,"Arkansas, USA"
1270182062864117760,"@globaltimesnews Every thief says he is not thief 
The ongoing protest of hong kong is enough to tell the word your ugly face 
Shame on you @globaltimesnews 
#bycottchineseproducts 
#BYCOTTMADEInCHINA 
#bycottchineseapp 
#wuhanvirus 
#ChineseVirus",bycottchineseproducts BYCOTTMADEInCHINA bycottchineseapp wuhanvirus ChineseVirus,en,Tue Jun 09 02:32:57 +0000 2020,1226024199702994944,Gourav_upadhyay,,,,"New Delhi, India"
1270182140404105217,Bret Weinstein and Yuri Deigin: Did Covid-19 leak From a Lab? https://t.co/nJV07yHNIN @OzraeliAvi @Timcast #ChinaLiedAndPeopleDied #ChinaLiedTheWorldEconomyDied,ChinaLiedAndPeopleDied ChinaLiedTheWorldEconomyDied,en,Tue Jun 09 02:33:15 +0000 2020,792562460,MG - Downunder,,,,Australia
1270182387557601280,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:34:14 +0000 2020,517997174,🇺🇸JoyP⭐️⭐️⭐️,,,,"Sierra Nevada Foothills, CA"
1270183663985180674,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 02:39:19 +0000 2020,792915630731038720,you_are_real_heroes😷🇺🇸 🇬🇧,,,,UK
1270183865458581505,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 02:40:07 +0000 2020,187022370,🇺🇸Steve Cox🇺🇸,,,,"Amory, Mississippi, USA"
