1262129658931355653,"#CCPVirus #ChinaLiedPeopleDie #Coronakrise 
KPCh-Virus (SARS-CoV2) zeigt: Vertrauen in KP-China ist gefährlich. Verbindung minimieren!

https://t.co/XTJT2q76jv https://t.co/sc3k90Zgnu",CCPVirus ChinaLiedPeopleDie Coronakrise,de,Sun May 17 21:15:34 +0000 2020,3909867868,Erik Rusch,,,,Berlin
1261903537258168321,RT @sanjaytiku: @desertfox61I @avarakai Chinese are never to be trusted; a lesson India learnt early on #ChinaMustExplain #BoycottChina #Ch…,ChinaMustExplain BoycottChina,en,Sun May 17 06:17:02 +0000 2020,2578308889,gab.ai/TheCol🇮🇳,,,,India
1261903815139180545,"@thewire_in @sandeep4justice By doing that say bye bye to whatever new companies and industries coming into India after exiting china..... 

How much did #MSS offer you for this tweet?

#antinatalism #AntiNationalRahulGandhi #BoycottChina #ChineseVirus #Presstitutes",MSS antinatalism AntiNationalRahulGandhi BoycottChina ChineseVirus Presstitutes,en,Sun May 17 06:18:09 +0000 2020,735012905847037952,ಭುಜಂಗ (Bhujanga),,,,Earth
1261904052885037061,@realDonaldTrump Why are you not doing anything about the recent hacks on covid research? Can China just do whatever they want? #ChinaLiedPeopleDied they are responsible and need to be held accountable.,ChinaLiedPeopleDied,en,Sun May 17 06:19:05 +0000 2020,1080358675078881280,Times7,,,,United States
1261904242509402113,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/4G1Xwj4ZYP",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:19:51 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261904543857602560,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/ioJLVIRpJf",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:21:02 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261909036116647937,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:38:54 +0000 2020,1030799991735033861,Nolan,,,,In the frying pan.
1261909240534499328,"#ChinaLiedPeopleDied 
#XiIs共匪 https://t.co/eS7WcRgych",ChinaLiedPeopleDied XiIs共匪,und,Sun May 17 06:39:42 +0000 2020,134547925,Allen 🐟🇨🇦,,,,Central Canada
1261909513109716992,#ChinaLiedPeopleDied #ChinaLiedAndPeopleDied #ChinaMustPay #ChinaVirus https://t.co/zT4h6hbV4m,ChinaLiedPeopleDied ChinaLiedAndPeopleDied ChinaMustPay ChinaVirus,und,Sun May 17 06:40:47 +0000 2020,1197690974857773056,Upper Ditmars,,,,"Queens, NY"
1261909559238516737,"@UN 
@WHO 
@iingwen

#Taiwan is pleased to share successful expertise of defeating Covid-19 to ensure global citizens can stay healthy &amp; go back to normal life style ! WHO surrendered to China's threats excluding Taiwan cause more #death !

#WHOneedTaiwan
#ChinaLiedPeopleDied https://t.co/fv4Eaciyp5 https://t.co/Y7LZ6mCtvg",Taiwan death WHOneedTaiwan ChinaLiedPeopleDied,en,Sun May 17 06:40:58 +0000 2020,1231706667303096321,Rock Lee,,,,"台北市, 台灣"
1261909907009396736,@realDonaldTrump #ChinaLiedPeopleDied #ChinaVirus #MAGA https://t.co/Pl6dxXaVrp,ChinaLiedPeopleDied ChinaVirus MAGA,und,Sun May 17 06:42:21 +0000 2020,318149973,Qbert76 🐸 Text TRUMP to 88022 ⭐⭐⭐ WWG1WGA 🐸,,,,"Oklahoma, USA"
1261910075301658625,"RT @abpmajhatv: कोरोनाचे नमूने नष्ट केल्याचं चीननं केलं मान्य!,अमेरिकेच्या दाव्यावर शिक्कामोर्तब
https://t.co/jSMGhg6Por #ChinaCoronaVirus…",ChinaCoronaVirus,mr,Sun May 17 06:43:01 +0000 2020,4093356313,शेखर सुधाकर दामले.🇮🇳,,,,"Kalyan Dombivali, India"
1261910221917614080,"The @healthgovau @ScottMorrisonMP #Australia... leading the world calling for investigation into #China #coronavirus Australian deaths 0.3 per 100,000 of the population compared to #Belgium 77, #Spain 58, #Italy 51, #UK 50, #France 40, #USA 25 #CCPVirus #WorldHealthOrganization",Australia China coronavirus Belgium Spain Italy UK France USA CCPVirus WorldHealthOrganization,en,Sun May 17 06:43:36 +0000 2020,17298059,Allan Cooper,,,,Newport Beach California
1261910281116098560,#ChinaLiedPeopleDie https://t.co/e10HVKoEj8,ChinaLiedPeopleDie,und,Sun May 17 06:43:50 +0000 2020,1683831492,Devang Patel,72.5702316,23.01395875,"Ahmadabad City, India, India",Ahmedabad
1261910349533663232,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:44:07 +0000 2020,73418626,Deborah Trumpster ⭐️⭐️⭐️💥,,,,United States
1261931722599366657,"[China will be paying for their crimes. Good to see India is also part of this draft. Kudos to @PrinceArihan &amp; others' efforts to expose #Chinesevirus]

""Coalition of 62 nations backs Australia’s push for COVID-19 probe""

https://t.co/pW4CXJ2LMg",Chinesevirus,en,Sun May 17 08:09:02 +0000 2020,1230171806809673728,Raj,,,,Goa
1261932004179836928,Prosecute the @WHO leaders! #CCP #ChinaLiedPeopleDied #COVID #Chinamustfall https://t.co/v3aPjvyJoe,CCP ChinaLiedPeopleDied COVID Chinamustfall,en,Sun May 17 08:10:10 +0000 2020,187613807,Julie WHill,,,,"St Louis, MO"
1261932066943504385,#CCPVirus #ChinaVirus #ChinaBioterrorism #BoycottChineseGoods https://t.co/zIfbPV1sbp,CCPVirus ChinaVirus ChinaBioterrorism BoycottChineseGoods,und,Sun May 17 08:10:24 +0000 2020,2499619121,Shashi,,,,"ಬೆಂಗಳೂರು, ಕರ್ನಾಟಕ"
1261932326507905025,"Factually incorrect 

Proven to be effective cures for #WuFlu 

Britain spent £20m on anti-HIV and malaria drugs promoted by Donald Trump as cures for Covid-19 despite no solid evidence that they work https://t.co/pSr0hNuWHs",WuFlu,en,Sun May 17 08:11:26 +0000 2020,1180417136692477952,John D_ohh,,,,Earth... I think 😎🍿
1261932665785274368,"Why DID so many athletes fall sick in Wuhan in October? More competitors revealed as ill at the World Military Games months before China admitted coronavirus could be passed between humans
#ChinaEliteCapture
#ChinaLiedPeopleDied
#ChinaLiedAndPeopleDied https://t.co/PvbUzCu1bZ",ChinaEliteCapture ChinaLiedPeopleDied ChinaLiedAndPeopleDied,en,Sun May 17 08:12:47 +0000 2020,502156623,IVowToTheeMyCountry,,,,"Dhimmitude, NewBritain"
1261937934237929478,"Justice and Accountability 💰😎💰

#ChinaVirus #ChinaLiedAndPeopleDied #COVIDー19 #COVID #Covid
#Plandemic #Trump2020 https://t.co/aKaEEj4sM8",ChinaVirus ChinaLiedAndPeopleDied COVIDー19 COVID Covid Plandemic Trump2020,en,Sun May 17 08:33:43 +0000 2020,1259205759084244993,DivineLightwarrior,,,,Gaia
1261938342586769408,"RT @Ashwini_Raje: Chini kam!

#ChinaLiedPeopleDied 
#ChinaVirus https://t.co/JAfF6HyBqz",ChinaLiedPeopleDied ChinaVirus,in,Sun May 17 08:35:21 +0000 2020,69898325,rupees ________ 121🇮🇳,,,,"Bengaluru South, India"
1261938530483404801,"RT @Ashwini_Raje: Chini kam!

#ChinaLiedPeopleDied 
#ChinaVirus https://t.co/JAfF6HyBqz",ChinaLiedPeopleDied ChinaVirus,in,Sun May 17 08:36:06 +0000 2020,102373889,Sleeping,,,,xyz
1261938731293933573,"@NewscastGlobal @usa @robertcobrien The above said research proves that #China is researching on such virus which does mass killings. 
#ChinaLiedPeopleDied #chinesevirus #ww3",China ChinaLiedPeopleDied chinesevirus ww3,en,Sun May 17 08:36:53 +0000 2020,219556767,Priyamwada Vasantgadkar,,,,India
1261943103004475393,"RT @virguard: #Disinfection keeps you safe against #COVID19❗

https://t.co/XwEak900vC

#Coronavirus #Chinavirus #Covid_19 #mers #disinfecta…",Disinfection COVID19 Coronavirus Chinavirus Covid_19 mers,en,Sun May 17 08:54:16 +0000 2020,1572428083,TYabanci,,,,"Vienna, Austria"
1261943602252599296,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 08:56:15 +0000 2020,1233714887647539201,CoronaÜberall🇪🇺🇩🇪,,,,Europe -Germany
1261943623006015488,"RT @abpmajhatv: कोरोनाचे नमूने नष्ट केल्याचं चीननं केलं मान्य!,अमेरिकेच्या दाव्यावर शिक्कामोर्तब
https://t.co/jSMGhg6Por #ChinaCoronaVirus…",ChinaCoronaVirus,mr,Sun May 17 08:56:20 +0000 2020,2887174009,Gaurav Patil,,,,"Mumbai, India"
1261944372335017984,"#ChinaLiedPeopleDied 
#ChinaMustPay https://t.co/PQDrpLgJdv",ChinaLiedPeopleDied ChinaMustPay,und,Sun May 17 08:59:18 +0000 2020,1159995347323609088,K,,,,Hong Kong
1261944431155875840,"@nirmalansun let me bring you something new.. #ChinaLiedPeopleDied 

china will never show such news. Hundreds of villages locked down in northeastern China after new coronavirus outbreak 

https://t.co/s9Ji5MWlS8",ChinaLiedPeopleDied,en,Sun May 17 08:59:32 +0000 2020,207451201,Dilbag Koundal ਦਿਲਬਾਗ ਕੌਂਡਲ #Social-Distancing🇮🇳,,,,Kangra.UK.Mumbai.NCR 🇮🇳
1261960830620483584,https://t.co/mlhEx9L6fX #Covididioten #COVID19 #COVIDIDIOTS #covid1948 #ComeTogether #COVID__19 #commissionsopen #CoronaWarriors #CoronaVirusUpdate #CoronaUpdatesInIndia #Corona #China #Chuang2020 #charcha2020 #ChineseVirus #Chinamustfall #ChinaLiedAndPeopleDied #WuhanVirus,Covididioten COVID19 COVIDIDIOTS covid1948 ComeTogether COVID__19 commissionsopen CoronaWarriors CoronaVirusUpdate CoronaUpdatesInIndia Corona China Chuang2020 charcha2020 ChineseVirus Chinamustfall ChinaLiedAndPeopleDied WuhanVirus,und,Sun May 17 10:04:42 +0000 2020,771794540558770177,Rishabh Gautam 🇮🇳,,,,"Jaipur, India"
1261961256036073473,"RT @ConservaVixen7: This is one of my favorite #CCPVirus rants, EVER! You tell 'em, Dave! This is ridiculous.

Ridiculous, yes. But...destr…",CCPVirus,en,Sun May 17 10:06:24 +0000 2020,897974063821279232,💥💥Plnstay+💥💥,,,,"I live in the great state of Texas, after suffering being raised in Brooklyn. Currently residing in the beautiful Texas Hill Country."
1261961384562229248,"#lastnormalphoto #English #China_is_terrorist
 China is biggest threat to the whole world ‼️Don't forget #ChinaLiedAndPeopleDied ‼️
 #StayHome https://t.co/GL6ApsbTyB",lastnormalphoto English China_is_terrorist ChinaLiedAndPeopleDied StayHome,en,Sun May 17 10:06:54 +0000 2020,1132645736234065920,Elfida💙🍃 #UyghurGenocide,,,, 💙
1261961396499001344,"@hN1xvgURt7bkoQ9 @XHNews Chinese common citizens are very nice they are victims real problem is their communist party they created Wuhan virus and killed their own ppls on name of experiments.
#ChinaLiedAndPeopleDied https://t.co/aVLo9KP0uH",ChinaLiedAndPeopleDied,en,Sun May 17 10:06:57 +0000 2020,795718963,vinod upadhyay,73.24602420000001,19.16013345,"Ulhasnagar, India, India","Mumbai, India"
1261966061529976833,"RT @AisaSakina: #lastnormalphoto #English #China_is_terrorist
 China is biggest threat to the whole world ‼️Don't forget #ChinaLiedAndPeopl…",lastnormalphoto English China_is_terrorist,en,Sun May 17 10:25:29 +0000 2020,456640665,skydancer59,,,,"Wales, United Kingdom"
1261966762108751872,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 10:28:16 +0000 2020,1256945952629325825,SuzeQ🇨🇦🇺🇸🇬🇧,,,,"Ontario, Canada"
1261967042803978240,@HuffPost Natural causes like the biological #Chinavirus?,Chinavirus,en,Sun May 17 10:29:23 +0000 2020,1159680290194804737,Panutty,,,,Parasala
1261967188019171329,@IndoPac_Info Ambassador forgot it is #isreal  and not some other country from where they launch their propaganda #ChineseVirus #ChinaMustExplain #ChinaLiedAndPeopleDied #ChinaVirus https://t.co/G7Y6xIJfDM,isreal ChineseVirus ChinaMustExplain ChinaLiedAndPeopleDied ChinaVirus,en,Sun May 17 10:29:58 +0000 2020,296319472,Aman Kumar (Aamo),,,,katihar
1261971510090010629,"@newscomauHQ Thanks for sharing. #coronavirus #ChinaLiedAndPeopleDied

Please watch: China in Focus—Internal Documents Reveal China’s ‘State Secrets’

https://t.co/Bm22bMPXdq

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/WzyL482Uda",coronavirus ChinaLiedAndPeopleDied,en,Sun May 17 10:47:08 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1261971703556526080,"@anthonygonzalez Thanks for sharing. #coronavirus #ChinaLiedAndPeopleDied

Please watch: China in Focus—Internal Documents Reveal China’s ‘State Secrets’

https://t.co/Bm22bMPXdq

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/WzyL482Uda",coronavirus ChinaLiedAndPeopleDied,en,Sun May 17 10:47:55 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1261971803171221505,"@josh_hammer Thanks for sharing. #coronavirus #ChinaLiedAndPeopleDied

Please watch: China in Focus—Internal Documents Reveal China’s ‘State Secrets’

https://t.co/Bm22bMPXdq

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/WzyL482Uda",coronavirus ChinaLiedAndPeopleDied,en,Sun May 17 10:48:18 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1261971908637196288,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 10:48:43 +0000 2020,944263990137540609,Real Politiko,,,,"New York, London, Rome"
1261972046063431683,"@bueti @wdamidoinhere Thanks for sharing. #coronavirus #ChinaLiedAndPeopleDied

Please watch: China in Focus—Internal Documents Reveal China’s ‘State Secrets’

https://t.co/Bm22bMPXdq

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/WzyL482Uda",coronavirus ChinaLiedAndPeopleDied,en,Sun May 17 10:49:16 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1261972054976364544,I lost another family member in Mumbai from #CaronaVirus2020 #ChineseVirus #CCPVirus brings tally to 31. 2 sisters-one being my aunt who lost her husband a wk ago &amp; today her younger sister lost her husband. I advise all my friends pls #StayHomeStaySafe 🙏🏼 the virus is dangerous.,CaronaVirus2020 ChineseVirus CCPVirus StayHomeStaySafe,en,Sun May 17 10:49:18 +0000 2020,1332623515,Navin Joshi,,,,London
1261972143253803010,"@osbnnnnnn @wdamidoinhere @BreitbartLondon Thanks for sharing. #coronavirus #ChinaLiedAndPeopleDied

Please watch: China in Focus—Internal Documents Reveal China’s ‘State Secrets’

https://t.co/Bm22bMPXdq

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/WzyL482Uda",coronavirus ChinaLiedAndPeopleDied,en,Sun May 17 10:49:39 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1262157790925205505,@realDonaldTrump #Chinazi #ChineseVirus #ChineseWuhanVirus #Chinamustfall #ChinaMustPay #CommunistChina #ChinaLiedPeopleDied #ChinaMustExplain #ChinaCoronaVirus #chinaVirusMadeInChina #ChineseCoronavirus #CrimesAgainstHumanity #nurembergtrial2,Chinazi ChineseVirus ChineseWuhanVirus Chinamustfall ChinaMustPay CommunistChina ChinaLiedPeopleDied ChinaMustExplain ChinaCoronaVirus chinaVirusMadeInChina ChineseCoronavirus CrimesAgainstHumanity nurembergtrial2,und,Sun May 17 23:07:21 +0000 2020,957017372740681728,Apocalisse Italia,,,,Italy
1262163100138012673,"Deaths per million from the Wuhan virus in U.S. States, Districts, and Territories as of 19:00 (EDT) on May 17.
#COVID19 
#SARSCoV2
#Coronavirus 
#CoronavirusUSA 
#CoronavirusOutbreak 
#WuhanVirus 
#CCPVirus https://t.co/lquFybFnXG",COVID19 SARSCoV2 Coronavirus CoronavirusUSA CoronavirusOutbreak WuhanVirus CCPVirus,en,Sun May 17 23:28:27 +0000 2020,851052703891324932,藤左府（Tonosafu）,,,,"Kanagawa, Japan"
1262163323539292167,BBC News - Coronavirus: Calls to investigate global response https://t.co/ltpIFUYQcs #BoycottChina #Birmingham #Birmingham #ChineseVirus #معركة_الفجر_الجديد,BoycottChina Birmingham Birmingham ChineseVirus معركة_الفجر_الجديد,en,Sun May 17 23:29:20 +0000 2020,1189947320756047873,Maz,,,,United Kingdom
1262163809273184256,[Exclusive] Wuhan Victims Want Solemn Memorials and Justice | CCP Virus ... https://t.co/RgZ6UdLA0P via @YouTube #CCP #CCP_is_terrorist #BoycottChina #CCPLiedPeopleDied #WuhanVirus #ChinaMustPay #ChineseBioterrorism #ChinaVirus #Quitchina #censorship #FreedomOfSpeech #Humanright,CCP CCP_is_terrorist BoycottChina CCPLiedPeopleDied WuhanVirus ChinaMustPay ChineseBioterrorism ChinaVirus Quitchina censorship FreedomOfSpeech Humanright,en,Sun May 17 23:31:16 +0000 2020,1229354557181812737,Emiliana,,,,"Manitoba, Canada"
1262169493964353536,"What do you think?

Australia is leading the call for an ""independent"" inquiry into the origins of #Covid_19 - led by the WORLD HEALTH ORGANISATION (whose Director is himself a Communist Chinese-sponsored Marxist).

#CCPVirus #WuhanVirus #ChinaVirus",Covid_19 CCPVirus WuhanVirus ChinaVirus,en,Sun May 17 23:53:51 +0000 2020,87577042,Dave Pellowe 🇦🇺,,,,Australia
1262170045385510917,What a shame? Are you serious abt comparing your crime against humanity to someone that who try to save they country from the #ChinaVirus early? #HoldChinaAccountable #ChinaLiedPeopleDied #ConcentrationCamps #FreedomToUyghur https://t.co/ByZBQEFO0n,ChinaVirus HoldChinaAccountable ChinaLiedPeopleDied ConcentrationCamps FreedomToUyghur,en,Sun May 17 23:56:03 +0000 2020,912084331,Nasir Sidik,,,,"Istanbul, Turkey"
1262084990109650946,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 18:18:04 +0000 2020,332122421,બ્રાહ્મણ Vrutant Mehta.,,,,Bharat. KARNAVATI (અમદાવાદ)
1262085293487747072,"RT @YusufDFI: Leaked Chinese Virus Database Covers 230 Cities, 640,000 Updates #ChinaLiedPeopleDied #WuhanVirus  https://t.co/sGZoCqiQCm",ChinaLiedPeopleDied WuhanVirus,en,Sun May 17 18:19:17 +0000 2020,21111388,Mr. Sanderz,,,,World
1262085481174532097,@OpIndia_in #BoycottChineseProducts #ChinaVirus #BoycottChinese #BoycottChina #BoycottChineseProducts  #BoycottChineseProducts #ChinaVirus #BoycottChinese #BoycottChina #BoycottChineseProducts  #BoycottChineseProducts #ChinaVirus #BoycottChinese #BoycottChina #BoycottChineseProducts,BoycottChineseProducts ChinaVirus BoycottChinese BoycottChina BoycottChineseProducts BoycottChineseProducts ChinaVirus BoycottChinese BoycottChina BoycottChineseProducts BoycottChineseProducts ChinaVirus BoycottChinese BoycottChina BoycottChineseProducts,und,Sun May 17 18:20:01 +0000 2020,142178936,Rakesh Sharma,,,,"New Delhi, Bharat "
